"id","start_date","end_date","record_date","lat","lng","governorate","district","registered","registration_type","business_name","economic_sector","sub_sector","products_services","phone_number","business_phone","employee_count","enterprise_size","has_vacancies","num_vacancies","current_interns","current_seasonal","current_entry_level","current_mid_senior","current_senior_mgmt","current_cust_service","current_sales","current_priority_it","current_priority_marketing","current_priority_admin","current_priority_finance","current_priority_logistics","current_priority_technical","current_priority_others","current_other_specify","youth_employment","future_needs","future_num_vacancies","future_interns","future_seasonal","future_entry_level","future_mid_senior","future_senior_mgmt","future_total","future_cust_service","future_sales","future_priority_it","future_priority_marketing","future_priority_admin","future_priority_finance","future_priority_logistics","future_priority_technical","future_priority_others","future_other_specify"
376583999,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,30.5192468,35.5724441,"Maan","Ash-Shobek","Yes","Sole proprietorship","Muntar Mohammed Al-Toura Station","Service Activities","Laundry services","Drilling of wedding cars / oil change/car-exorcise installation","0777510935","777910119","Less than 10 employees","Micro","Yes",1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"Vehicle Operation and Lubrification Officer","Yes","Yes",2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,"Vehicle Operation and Lubrification Officer"
376588847,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,30.5232534,35.5726683,"Maan","Ash-Shobek","Yes","Sole proprietorship","Cafeteria and toaster.","Wholesale and Retail Trade","Retail trade (food)","Food dealer.","0799672377","799672377","Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","Yes",2,0,0,1,1,0,2,0,1,0,0,0,0,0,0,1,"Loading and downloading goods"
376617234,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,32.5062652,35.6832193,"Irbid","Koorah","Yes","Sole proprietorship","Baron's salon.","Arts, Entertainment, and Recreation","Performing arts","My men's barber salon.","0777272636","777272636","Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
376617241,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,32.506241,35.683276,"Irbid","Koorah","Yes","Sole proprietorship","Candy shop.","Accommodation and Food Services (Tourism(","Restaurants","A place to produce and make candy.","0790834648","790834648","Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","Yes",1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,
376617245,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,32.5061166,35.6838271,"Irbid","Koorah","Yes","Sole proprietorship","Dre Klein and his navigator.","Service Activities","Laundry services","A stitch and a laundry.","0776875904","776875904","Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","Yes",2,1,0,1,0,0,2,0,1,0,0,0,0,0,1,0,
376617248,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,32.5063416,35.6833908,"Irbid","Koorah","Yes","Sole proprietorship","Supermarket. The flower of loyalty.","Accommodation and Food Services (Tourism(","Catering","Supermarket.","077754533","777754533","Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","Yes",2,0,0,1,0,1,2,0,1,0,0,0,0,0,0,0,
376617251,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,32.5054757,35.6846923,"Irbid","Koorah","Yes","Sole proprietorship","Hamza Center.","Wholesale and Retail Trade","Retail trade (furniture)","Shop for petty cash and household items.","0777438879","777438877","Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
376617252,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,32.5052542,35.6845832,"Irbid","Koorah","Yes","Sole proprietorship","The chivalrous pan.","Accommodation and Food Services (Tourism(","Catering","The pan and cheese shop.","77896963","778969637","Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","Yes",1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,
376617257,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,32.5052233,35.6845311,"Irbid","Koorah","Yes","Sole proprietorship","Abu Shari &apos; a building materials shops","Construction","Residential construction","Construction materials shops and sale of health extension items","775613905","775613905","Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","Yes",2,0,1,0,1,0,2,0,1,0,0,0,0,1,0,0,
376617258,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,32.5052099,35.6845312,"Irbid","Koorah","Yes","Sole proprietorship","Knock it off.","Construction","Residential construction","Paint shop and construction supplies","0777417022","777417022","Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","Yes",1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,
376617263,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,32.5049002,35.6843922,"Irbid","Koorah","Yes","Sole proprietorship","The lawyer's office. That's my son, Hamoud.","Consulting","Management consulting","His lawyer's office.","0799176871","799176871","Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","Yes",1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,
376617271,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,32.5043921,35.6841868,"Irbid","Koorah","Yes","Sole proprietorship","EVA Clinic","Human Health and Social Work Activities","Clinics","Cosmetic clinics","0797114234","797114234","Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","Yes",3,1,1,0,0,1,3,1,0,0,0,1,1,0,0,0,
376617273,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,32.5045525,35.6842302,"Irbid","Koorah","Yes","Sole proprietorship","Hamoudah and Yaman exhibit for furniture and electrical devices.","Wholesale and Retail Trade","Retail trade (furniture)","Selling furniture and electrical tools.","0795488619","795488619","Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","Yes",1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,
376617274,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,32.5045416,35.6842965,"Irbid","Koorah","Yes","Sole proprietorship","Children's clinic.","Human Health and Social Work Activities","Clinics","Baby clinic, baby talk.","0797550909","797550909","Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","Yes",1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,
376622139,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,32.3294624,36.3677697,"Mafraq","Mafraq Al-qasabeh","No",,"Supermarket Abu Qasi","Wholesale and Retail Trade","Retail trade (general merchandise)","With groceries and supplies.","0772086219",,"Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","Yes",1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,
376622141,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,32.3298779,36.3678791,"Mafraq","Mafraq Al-qasabeh","No",,"The Pan or Jamal.","Wholesale and Retail Trade","Retail trade (food)","The Pan is duty-bound.",,,"Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
376622144,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,32.3326402,36.3633933,"Mafraq","Mafraq Al-qasabeh","No",,"Intensification of construction materials","Construction","Residential construction","Primary construction supplies, sanitation","0789171400",,"Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
376622147,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,32.3136053,36.3473099,"Mafraq","Mafraq Al-qasabeh","Yes","Public shareholding","Architectural petrochemicals","Manufacturing","Chemical manufacturing","Your doors and youth are upvc.","0797514000",,"50 to 250","Medium","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","Yes",5,0,2,1,1,1,5,0,0,1,0,1,1,1,1,0,
376622151,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,32.3297235,36.3685842,"Mafraq","Mafraq Al-qasabeh","Yes","Sole proprietorship","Ahmad al-Saadi pharmacy","Human Health and Social Work Activities","Medical practices","Medicines (pharmacological)","0795340930",,"Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","Yes",1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,"Pharmacist plus a service officer."
376631161,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,31.4986536,35.7794539,"Madaba","Dieban","Yes","Sole proprietorship","Thiban jellyfish.","Wholesale and Retail Trade","Retail trade (general merchandise)","Construction materials","776993943","777103225","Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
376631167,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,31.4986624,35.7794754,"Madaba","Dieban","Yes","Sole proprietorship","Al-Farouk Foundation","Wholesale and Retail Trade","Retail trade (food)","Supply materials","772229912","772229912","Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
376631173,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,31.4986399,35.7792504,"Madaba","Dieban","Yes","Sole proprietorship","Omar HUM","Wholesale and Retail Trade","Retail trade (general merchandise)","Home tools, makeup.","778990514","778990514","Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
376631180,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,31.4986681,35.7794021,"Madaba","Dieban","Yes","Sole proprietorship","Pharmacy of the Thayban Springs.","Human Health and Social Work Activities","Nursing homes","Pharmacy.","775684596","776692544","Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
376631185,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,31.4987442,35.7796979,"Madaba","Dieban","Yes","Sole proprietorship","Mahmand Restaurant","Accommodation and Food Services (Tourism(","Restaurants","People's restaurant.","796391647","772810912","Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
376631191,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,31.4989772,35.7798238,"Madaba","Dieban","No",,"Dhiban Youth Library","Administrative and Support Services","Office administration","Library","772374120","772374120","Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
376631197,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,31.4990368,35.7797105,"Madaba","Dieban","No",,"Come on, honey. Come on. Come on.","Wholesale and Retail Trade","Retail trade (general merchandise)","Smoking supplies sold","775156531","775156531","Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
376631203,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,31.499279,35.7800935,"Madaba","Dieban","Yes","Sole proprietorship","Diller Mobile.","Wholesale and Retail Trade","Retail trade (electronics)","Sale of cellular equipment and supplies","775766812","798721233","Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
376631209,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,31.5000708,35.7811954,"Madaba","Dieban","Yes","Sole proprietorship","Your house.","Wholesale and Retail Trade","Retail trade (general merchandise)","Shop for cleaning materials","785372717","785372717","Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
376631212,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,31.4986049,35.7797769,"Madaba","Dieban","Yes","Sole proprietorship","Gus and Loz's lawyer.","Accommodation and Food Services (Tourism(","Catering","Selling nuts and shit.","785995009","785995009","Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
376631217,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,31.500422,35.780384,"Madaba","Dieban","Yes","Sole proprietorship","Botick Rams.","Wholesale and Retail Trade","Retail trade (apparel)","Sale of clothing and perfume","771063220","771063220","Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
376631222,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,31.5002227,35.7803091,"Madaba","Dieban","No",,"Fruit and vegetables.","Wholesale and Retail Trade","Retail trade (food)","Selling vegetables and fruit","772004734","772004734","Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
376631230,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,31.5001531,35.7803266,"Madaba","Dieban","Yes","Sole proprietorship","The Hendian waterworks.","Service Activities","Personal services","Sale of canned water","776603048","776603048","Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
376631236,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,31.5001703,35.7802903,"Madaba","Dieban","Yes","Sole proprietorship","South poultry.","Wholesale and Retail Trade","Retail trade (food)","Selling chickens.","776615344","776615344","Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
376631242,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,31.5002088,35.7803795,"Madaba","Dieban","Yes","Cooperative","The Knave Fair.","Wholesale and Retail Trade","Retail trade (electronics)","A carpet electric store.","777989596","777989596","Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
376675016,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,31.8927017,35.8134532,"Amman","Naour","Yes","Sole proprietorship","The water of Ra 'bud Na'or.","Accommodation and Food Services (Tourism(","Catering","Water supply services for the area &apos; s inhabitants and water bottles","0777586200","0772214514","Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","Yes",1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,
376675024,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,31.8927554,35.8133997,"Amman","Naour","Yes","Sole proprietorship","Nice tower water station.","Accommodation and Food Services (Tourism(","Bars","A water-packing shop that makes bottles and water cassettes.","0772815857",,"10 to 49","Small","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","Yes",1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,
376675031,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,31.8931317,35.8140654,"Amman","Naour","Yes","Solidarity and recommendation","Al-Qaysi Company","Manufacturing","Metal fabrication","Making kitchens, abjourns, glassworks, blacksmiths.","0789996662
","0791551518","Less than 10 employees","Micro","Yes",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"Design and aluminium field","Yes","Yes",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,"Design and aluminium field"
376675042,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,31.8931317,35.8134789,"Amman","Naour","Yes","Sole proprietorship","Nissan Flower.","Wholesale and Retail Trade","Retail trade (general merchandise)","Sale and trade of petty cash","0782043383","0782043383","Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
376675050,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,31.8927017,35.8137672,"Amman","Naour","Yes","Sole proprietorship","911 coffee","Accommodation and Food Services (Tourism(","Restaurants","Cafeteria to serve drinks.","0770716738",,"Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","Yes",1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,
376675058,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,31.8927554,35.8137072,"Amman","Naour","No",,"A healing capsule pharmacy.","Human Health and Social Work Activities","Nursing homes","A pharmacy to provide all the drugs and services the patient needs.","0795041627",,"Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","Yes",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,"Pharmacist."
376675066,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,31.8931317,35.8142824,"Amman","Naour","Yes","Sole proprietorship","The elite player.","Manufacturing","Metal fabrication","Making kitchens and windows, as well as a mill to make all the furniture.","0770140513",,"Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
376675094,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,31.8931317,35.8165179,"Amman","Naour","Yes","Non-profit organization","Nasser Attallah","Wholesale and Retail Trade","Retail trade (food)","Sale of food and beverages","0799589614",,"Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","Yes",1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,
376675104,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,31.8927017,35.8169224,"Amman","Naour","Yes","Sole proprietorship","The door of jihad al-Dubaisi","Accommodation and Food Services (Tourism(","Restaurants","Breadmaking and some bakeries.","077904170",,"Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
376720921,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,30.8082752,35.5902338,"Tafilah","Tafeleh Al-Qasabeh","No",,"The sword of knowledge.","Wholesale and Retail Trade","Retail trade (general merchandise)","Stationery.","0776159332",,"Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
376816484,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,31.2583484,36.0508601,"Karak","Al-Qatraneh","Yes","Private shareholding","Foundation for Ages","Wholesale and Retail Trade","E-commerce","Sale of electrical devices","0791473270","770828283","Less than 10 employees","Micro","Yes",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"Salesman.","Yes","Yes",2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,1,"Delegate"
376816492,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,2024-08-28 00:00:00.000000000,31.2585579,36.0486131,"Karak","Al-Qatraneh","No",,"The pond.","Accommodation and Food Services (Tourism(","Catering","Sell green.","0776787229","776787229","Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","Yes",1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,
